Aqueous homor,,,,,,,,,,,
,Day 29,1703,30,8,18.6,"4,276",,20,7,25.4,"3,389"
,,1704,20,7,24.4,"3,519",,40,6,22.2,"5,372"
,,1705,30,10,17.5,"5,309",,10,9,35.5,"3,229"
,Day 43,1706,10,10,98.1,"9,763",,10,8,75.5,"6,041"
,,1707,1,9,145,"1,367",,1,9,146,"1,363"
,Day 57,1708,5,8,53,"2,198",,10,7,45.7,"3,364"
,,1709,10,8,111,"8,730",,20,10,58.9,"11,838"
,,1710,1,11,-,BQL,,1,9,-,BQL
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Retina,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G8,Day 15,1801,10,7,55.5,"3,686",,1,6,145,832
,,1802,10,7,87.5,"6,139",,20,8,57.7,"9,467"
,Day 29,1803,100,8,13.6,"10,546",,30,6,25.3,"4,905"
,,1804,100,8,15,"11,501",,100,10,10.3,"9,784"
,,1805,50,9,18.7,"8,678",,30,8,19.5,"4,875"
,Day 57,1808,1,10,-,BQL,,1,9,-,BQL
,,1809,1,10,-,BQL,,1,10,-,BQL
,,1810,1,9,-,BQL,,1,9,-,BQL
G9,Day 15,1901,1,8,73.6,603,,1,7,117,854
,,1902,1,12,52.6,619,,1,9,102,909
,Day 29,1903,1,13,164,"2,183",,1,11,198,"2,081"
,,1904,1,13,125,"1,605",,10,8,24.7,"2,061"
,,1905,10,8,33,"2,566",,10,8,28.2,"2,252"
,Day 43,1906,10,9,95.7,"8,392",,10,7,52.4,"3,744"
,,1907,5,13,67.3,"4,514",,1,9,196,"1,785"
,Day 57,1908,1,7,-,BQL,,1,8,-,BQL
,,1909,10,6,42.9,"2,776",,10,7,53.6,"3,989"
,,1910,10,11,49.5,"5,475",,10,11,48.7,"5,261"
G10,Day 15,1A01,10,9,115,"10,583",,20,7,71,"10,290"
,,1A02,100,5,28,"14,939",,20,7,73.8,"11,008"
,Day 29,1A03,10,8,33.9,"2,732",,10,8,25.8,"1,986"
,,1A04,10,10,33.6,"3,305",,1,9,148.7,"1,293"
,,1A05,1,8,-,BQL,,1,9,7.37,67
,Day 43,1A06,1,12,33.3,385,,1,9,67.9,593
,,1A07,1,13,29.9,380,,1,11,16.5,183
,Day 57,1A08,1,7,-,BQL,,1,8,3.902,BQL
,,1A09,1,10,4.7,BQL,,1,10,2.227,BQL
,,1A10,1,10,9.65,92.8,,1,8,8.962,69.2
G11,Day 15,1B01,100,7,64.6,"46,824",,100,7,54.1,"39,089"
,,1B02,100,6,67,"42,279",,30,9,74.6,"20,525"
,Day 29,1B03,10,11,32.8,"3,486",,10,7,41.8,"2,986"
,,1B04,10,10,48.9,"4,676",,10,10,59.9,"5,989"
,,1B05,20,8,44.9,"7,454",,30,7,33.2,"7,120"
,Day 43,1B06,1,10,59.8,570,,1,6,53.9,345
,,1B07,1,14,33.3,479,,1,10,28.2,294
,Day 57,1B08,1,13,3.97,BQL,,1,11,2.51,BQL
,,1B09,1,10,6.09,58.6,,1,12,5.26,63.4
,,1B10,1,10,7.96,76.9,,1,7,6.16,45.6
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Choroid,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G1,Day 1,1101,1,8,1.57,BQL,,1,9,1.44,BQL
,,1102,1,13,1.26,BQL,,1,13,1.45,BQL
,,1103,1,12,0.623,BQL,,1,23,1.44,BQL
G2,Day 15,1201,1,14,1.37,BQL,,1,19,0.873,BQL
,,1202,1,14,0.416,BQL,,1,22,1.73,BQL
,Day 29,1203,1,12,6.89,84,,1,18,2.38,BQL
,,1204,1,11,4.13,BQL,,1,13,3.31,BQL
,,1205,1,12,2.95,BQL,,1,14,2.78,BQL
,Day 43,1206,1,22,9.2,204,,1,19,8.73,166
,,1207,1,22,11.7,255,,1,10,12.2,127
,Day 57,1208,1,11,4.42,BQL,,1,14,-,BQL
,,1209,1,10,2.82,BQL,,1,14,3.32,BQL
,,1210,1,17,3.27,BQL,,1,21,-,BQL
G3,Day 15,1301,1,11,2.65,BQL,,1,10,2.45,BQL
,,1302,1,17,16.6,279,,1,21,8.64,182
,Day 29,1303,1,13,43.5,547,,1,14,97.4,"1,391"
,,1304,1,13,4.27,BQL,,1,18,4.61,BQL
,,1305,1,10,17.2,168,,1,18,3.69,BQL
,Day 43,1306,1,17,22.6,384,,1,11,22.9,247
,,1307,1,29,4.58,BQL,,1,21,4.49,BQL
,Day 57,1308,1,15,1.12,BQL,,1,20,1.34,BQL
,,1309,1,14,12.8,180,,1,16,18.3,283
,,1310,1,13,17.1,221,,1,18,16.4,290
G4,Day 15,1401,1,11,15.2,162,,1,11,7.67,86.2
,,1402,1,13,4.7,BQL,,1,20,3.64,BQL
,Day 29,1403,1,15,14.8,217,,1,14,10.7,153
,,1404,1,12,-,BQL,,1,18,-,BQL
,,1405,1,15,15.7,241,,1,18,-,BQL
,Day 43,1406,1,24,18.6,439,,1,16,16.7,264
,,1407,1,18,26.8,470,,1,12,40.1,486
,Day 57,1408,1,13,27.5,344,,1,16,32.6,534
,,1409,5,16,22.8,"1,839",,1,16,24.4,398
,,1410,1,14,58.7,851,,1,15,58.2,862
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Choroid,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G5,Day 15,1501,1,11,19.9,210,,1,13,6.41,80.1
,,1502,1,10,97.1,947,,1,15,83.6,"1,267"
,Day 29,1503,1,13,30.9,393,,1,13,2.16,BQL
,,1504,1,13,43.6,563,,1,12,17.3,203
,,1505,1,18,10.9,200,,1,13,37.8,473
,Day 43,1506,1,28,4.64,BQL,,1,17,4.49,BQL
,,1507,1,12,21.2,251,,1,15,38.8,596
,Day 57,1508,1,12,59.8,700,,1,14,37.5,532
,,1509,1,12,-,BQL,,1,14,-,BQL
,,1510,1,15,37.7,571,,1,14,14.7,212
G6,Day 15,1601,1,16,10.6,166,,1,18,25.7,464
,,1602,1,11,11.1,122,,1,15,15.5,229
,Day 29,1603,1,11,41.3,451,,1,14,37.9,542
,,1604,1,11,63.3,727,,1,13,38.8,518
,,1605,1,17,1.12,BQL,,1,15,-,BQL
,Day 43,1606,1,15,77.8,"1,144",,1,12,97.6,"1,182"
,,1607,1,16,19.2,309,,1,10,25.7,264
,Day 57,1608,1,14,-,BQL,,1,13,-,BQL
,,1609,1,17,51.3,855,,1,19,43.7,849
,,1610,1,11,-,BQL,,1,18,-,BQL
G7,Day 15,1701,1,13,43.5,583,,1,20,30.3,618
,,1702,1,18,34.1,603,,1,23,22.3,512
,Day 29,1703,1,11,87.8,"1,004",,1,10,35.7,357
,,1704,1,12,157,"1,878",,1,13,69.1,921
,,1705,1,12,2.3,BQL,,1,13,10.1,135
,Day 43,1706,1,12,81.2,"1,002",,1,10,39.6,407
,,1707,1,26,5.04,129,,1,23,4.94,BQL
,Day 57,1708,1,15,26.1,395,,1,15,11.4,175
,,1709,1,10,23.5,246,,1,12,31.1,382
,,1710,1,13,-,BQL,,1,12,-,BQL
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Choroid,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G8,Day 15,1801,1,11,6.07,63.9,,1,14,0.831,BQL
,,1802,1,12,75.9,920,,1,17,76,"1,267"
,Day 29,1803,1,18,9.68,176,,1,12,24.6,289
,,1804,1,12,165,"2,009",,1,13,200,"2,662"
,,1805,1,14,-,BQL,,1,17,-,BQL
,Day 57,1808,1,17,-,BQL,,1,16,-,BQL
,,1809,1,14,-,BQL,,1,13,-,BQL
,,1810,1,13,-,BQL,,1,11,-,BQL
G9,Day 15,1901,1,13,9.94,125,,1,14,7.93,109
,,1902,1,14,13.1,177,,1,17,12.4,214
,Day 29,1903,1,24,32.5,764,,1,25,16,399
,,1904,1,14,39.7,555,,1,17,29.5,491
,,1905,1,19,82.6,"1,529",,1,17,37.8,630
,Day 43,1906,1,14,2.46,BQL,,1,11,5.06,56.8
,,1907,1,14,27.3,375,,1,11,17.7,193
,Day 57,1908,1,20,-,BQL,,1,19,-,BQL
,,1909,1,14,57.9,816,,1,20,27.2,533
,,1910,1,22,65.7,"1,412",,1,19,22.1,413
G10,Day 15,1A01,10,16,38.7,"6,339",,10,21,28.6,"6,024"
,,1A02,20,13,32.6,"8,410",,10,17,45.8,"7,690"
,Day 29,1A03,10,14,24.3,"3,500",,1,15,81.6,"1,256"
,,1A04,1,16,170,"2,683",,1,17,99.9,"1,664"
,,1A05,1,15,-,BQL,,1,18,-,BQL
,Day 43,1A06,1,16,4.55,BQL,,1,12,11.5,138
,,1A07,1,20,9.84,199,,1,13,3.54,BQL
,Day 57,1A08,1,13,-,BQL,,1,15,-,BQL
,,1A09,1,15,-,BQL,,1,20,-,BQL
,,1A10,1,12,-,BQL,,1,14,-,BQL
G11,Day 15,1B01,20,12,54.2,"12,904",,10,13,31.1,"4,174"
,,1B02,100,14,18.9,"27,345",,20,22,32.5,"13,973"
,Day 29,1B03,10,16,20.7,"3,285",,1,20,17.2,343
,,1B04,10,13,27,"3,376",,1,17,184,"3,064"
,,1B05,10,10,46.1,"4,590",,10,13,14.3,"1,789"
,Day 43,1B06,1,22,7.62,169,,1,14,2.1,BQL
,,1B07,1,17,13.6,232,,1,17,4.23,BQL
,Day 57,1B08,1,14,-,BQL,,1,12,-,BQL
,,1B09,1,15,-,BQL,,1,16,-,BQL
,,1B10,1,22,-,BQL,,1,28,-,BQL
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Optic nerve,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G1,Day 1,1101,1,11,0.18,BQL,,1,12,0.268,BQL
,,1102,1,11,0.342,BQL,,1,18,0.831,BQL
,,1103,1,10,0.415,BQL,,1,13,0.401,BQL
G2,Day 15,1201,1,12,0.809,BQL,,1,14,2.11,BQL
,,1202,1,14,3.14,BQL,,1,16,5.76,91.5
,Day 29,1203,1,14,60.5,840,,1,12,70.2,826
,,1204,1,13,47.2,601,,1,17,56.3,938
,,1205,1,11,31.9,366,,1,15,59.6,917
,Day 43,1206,1,14,57.5,816,,1,20,30.9,611
,,1207,1,11,41.3,472,,1,11,42.3,473
,Day 57,1208,1,13,86.3,"1,078",,1,15,83.2,"1,261"
,,1209,1,12,91.2,"1,127",,1,14,97.7,"1,348"
,,1210,1,16,116,"1,887",,1,16,140,"2,208"
G3,Day 15,1301,1,10,14.3,145,,1,14,18.3,265
,,1302,1,16,17.3,268,,1,15,14.1,209
,Day 29,1303,1,12,88.3,"1,027",,1,12,141,"1,656"
,,1304,1,11,69.6,761,,1,13,61.6,822
,,1305,1,11,118,"1,354",,1,12,56.7,667
,Day 43,1306,1,14,78.6,"1,084",,1,15,75.1,"1,104"
,,1307,1,18,-,BQL,,1,14,-,BQL
,Day 57,1308,1,15,73.8,"1,135",,1,15,72.6,"1,067"
,,1309,1,16,175,"2,863",,1,18,176,"3,170"
,,1310,1,14,128,"1,855",,5,13,34.2,"2,235"
G4,Day 15,1401,1,11,76.8,835,,1,12,107,"1,295"
,,1402,1,17,27.9,478,,1,14,34.8,477
,Day 29,1403,1,16,111,"1,779",,1,14,124,"1,778"
,,1404,1,12,-,BQL,,1,14,-,BQL
,,1405,1,16,61.5,992,,1,17,46.4,773
,Day 43,1406,1,19,141,"2,643",,1,20,180,"3,602"
,,1407,1,20,122,"2,496",,1,15,174,"2,612"
,Day 57,1408,5,14,40.6,"2,897",,5,13,65.4,"4,140"
,,1409,1,13,104,"1,374",,5,12,61.5,"3,818"
,,1410,5,11,74.8,"4,300",,5,13,75,"5,001"
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Optic nerve,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G5,Day 15,1501,1,11,89.8,955,,1,13,92.8,"1,245"
,,1502,1,16,9.19,144,,1,15,9.21,135
,Day 29,1503,1,16,132,"2,165",,1,13,89.8,"1,198"
,,1504,1,10,156,"1,618",,1,11,135,"1,500"
,,1505,1,15,106,"1,561",,1,18,175,"3,180"
,Day 43,1506,1,14,-,BQL,,1,12,-,BQL
,,1507,5,14,39.8,"2,886",,10,14,35.6,"4,881"
,Day 57,1508,5,13,47,"2,994",,10,12,59.2,"7,130"
,,1509,1,12,-,BQL,,1,13,-,BQL
,,1510,10,14,22.2,"3,045",,5,14,55.5,"3,749"
G6,Day 15,1601,1,14,39.6,554,,1,15,90.9,"1,337"
,,1602,1,13,41.8,554,,1,15,54.3,823
,Day 29,1603,10,16,25.9,"4,012",,10,17,29.3,"4,884"
,,1604,10,9,28.8,"2,658",,10,13,45.1,"6,010"
,,1605,10,11,20.1,"2,232",,1,13,66.3,828
,Day 43,1606,10,13,38.5,"4,965",,10,11,55.7,"6,023"
,,1607,1,14,170,"2,442",,1,12,174,"2,038"
,Day 57,1608,1,10,-,BQL,,1,11,-,BQL
,,1609,10,13,50.9,"6,829",,10,14,64.3,"9,193"
,,1610,1,14,37.9,534,,1,14,14.8,201
G7,Day 15,1701,5,13,26.1,"1,653",,10,13,19.1,"2,415"
,,1702,10,16,19.8,"3,066",,10,16,16.4,"2,563"
,Day 29,1703,10,11,24.1,"2,742",,10,11,33.5,"3,522"
,,1704,10,9,34,"3,159",,10,14,30.6,"4,371"
,,1705,10,12,32.6,"4,055",,10,17,24.4,"4,074"
,Day 43,1706,10,12,41.4,"4,927",,10,11,39.3,"4,367"
,,1707,1,17,146,"2,429",,5,18,35.9,"3,238"
,Day 57,1708,5,11,34.1,"1,959",,5,12,57.9,"3,508"
,,1709,5,16,62.8,"4,868",,10,16,40.6,"6,542"
,,1710,1,11,-,BQL,,1,12,-,BQL
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Optic nerve,,,,,,,,,,,
Group,Sampling date,Animal ID,Left,,,,,Right,,,
,,,Dilution factor,,Measured,Final,,Dilution factor,,Measured,Final
,,,Study,Organ,concentration,concentration,,Study,Organ,concentration,concentration
,,,samples,weights,(ng/mL),(ng/mL),,samples,weights,(ng/mL),(ng/mL)
G8,Day 15,1801,1,16,97.8,"1,516",,10,13,20.9,"2,788"
,,1802,10,13,30.5,"3,836",,10,14,39.6,"5,698"
,Day 29,1803,10,11,47.8,"5,403",,10,14,34.3,"4,900"
,,1804,20,9,26.4,"4,894",,20,15,25.6,"7,871"
,,1805,10,14,42.3,"5,796",,10,14,21.5,"3,077"
,Day 57,1808,1,13,-,BQL,,1,15,-,BQL
,,1809,1,15,-,BQL,,1,13,-,BQL
,,1810,1,12,-,BQL,,1,10,-,BQL
G9,Day 15,1901,1,11,60.4,671,,1,12,82.3,"1,010"
,,1902,1,14,49.6,708,,1,12,61.6,742
,Day 29,1903,1,12,116,"1,402",,1,18,111,"2,015"
,,1904,1,13,145,"1,853",,1,14,190,"2,711"
,,1905,5,12,60,"3,613",,5,13,51.5,"3,432"
,Day 43,1906,10,15,36.7,"5,361",,10,13,35.6,"4,568"
,,1907,1,16,180,"2,944",,1,15,136,"2,094"
,Day 57,1908,1,15,-,BQL,,1,16,-,BQL
,,1909,10,14,43.9,"6,224",,5,14,78.5,"5,606"
,,1910,1,18,160,"2,891",,5,19,82.2,"7,756"
G10,Day 15,1A01,1,15,90.7,"1,343",,1,14,92.5,"1,294"
,,1A02,1,12,92.3,"1,139",,1,12,122,"1,507"
,Day 29,1A03,1,14,35.5,500,,1,14,7.78,111
,,1A04,1,12,15.7,189,,1,13,2.31,BQL
,,1A05,1,12,-,BQL,,1,15,-,BQL
,Day 43,1A06,1,15,0.525,BQL,,1,13,3.33,BQL
,,1A07,1,17,2.75,BQL,,1,12,6.71,81.8
,Day 57,1A08,1,15,-,BQL,,1,13,2.18,BQL
,,1A09,1,18,-,BQL,,1,15,-,BQL
,,1A10,1,14,-,BQL,,1,15,0.289,BQL
G11,Day 15,1B01,5,10,35.1,"1,779",,1,14,22.2,312
,,1B02,5,15,48.7,"3,720",,1,15,55.3,820
,Day 29,1B03,1,15,25.4,391,,1,14,-,BQL
,,1B04,1,13,23.7,308,,1,13,17.1,214
,,1B05,1,10,59.3,617,,1,13,22.1,294
,Day 43,1B06,1,14,1.96,BQL,,1,14,-,BQL
,,1B07,1,13,2.26,BQL,,1,14,0.138,BQL
,Day 57,1B08,1,15,-,BQL,,1,16,-,BQL
,,1B09,1,18,-,BQL,,1,17,-,BQL
,,1B10,1,13,-,BQL,,1,18,7.65,134
Mean concentration (ng/mL): Study samples dilution factor  × Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Serum,,,,,,,,,,,
Group,Sampling date,Animal ID,Dilution factor,,Measured,Final,,,,,
,,,Study,Organ,concentration,concentration,,,,,
,,,samples,weights,(ng/mL),(ng/mL),,,,,
G1,Day 1,1101,1,1,-,BQL,,,,,
,,1102,1,1,0.225,BQL,,,,,
,,1103,1,1,-,BQL,,,,,
G2,Day 15,1201,1,1,0.803,BQL,,,,,
,,1202,1,1,-,BQL,,,,,
,Day 29,1203,1,1,1.52,BQL,,,,,
,,1204,1,1,-,BQL,,,,,
,,1205,1,1,0.411,BQL,,,,,
,Day 43,1206,1,1,-,BQL,,,,,
,,1207,1,1,-,BQL,,,,,
,Day 57,1208,1,1,0.83,BQL,,,,,
,,1209,1,1,-,BQL,,,,,
,,1210,1,1,-,BQL,,,,,
G3,Day 15,1301,1,1,-,BQL,,,,,
,,1302,1,1,-,BQL,,,,,
,Day 29,1303,1,1,-,BQL,,,,,
,,1304,1,1,-,BQL,,,,,
,,1305,1,1,-,BQL,,,,,
,Day 43,1306,1,1,-,BQL,,,,,
,,1307,1,1,-,BQL,,,,,
,Day 57,1308,1,1,-,BQL,,,,,
,,1309,1,1,-,BQL,,,,,
,,1310,1,1,-,BQL,,,,,
G4,Day 15,1401,1,1,-,BQL,,,,,
,,1402,1,1,-,BQL,,,,,
,Day 29,1403,1,1,0.521,BQL,,,,,
,,1404,1,1,-,BQL,,,,,
,,1405,1,1,0.3,BQL,,,,,
,Day 43,1406,1,1,-,BQL,,,,,
,,1407,1,1,-,BQL,,,,,
,Day 57,1408,1,1,-,BQL,,,,,
,,1409,1,1,0.58,BQL,,,,,
,,1410,1,1,-,BQL,,,,,
Mean concentration (ng/mL): Study samples dilution factor  ×,,,,,,,,,,,
Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
Serum,,,,,,,,,,,
Group,Sampling date,Animal ID,Dilution factor,,Measured,Final,,,,,
,,,Study,Organ,concentration,concentration,,,,,
,,,samples,weights,(ng/mL),(ng/mL),,,,,
G5,Day 15,1501,1,1,-,BQL,,,,,
,,1502,1,1,-,BQL,,,,,
,Day 29,1503,1,1,-,BQL,,,,,
,,1504,1,1,-,BQL,,,,,
,,1505,1,1,-,BQL,,,,,
,Day 43,1506,1,1,-,BQL,,,,,
,,1507,1,1,0.114,BQL,,,,,
,Day 57,1508,1,1,-,BQL,,,,,
,,1509,1,1,-,BQL,,,,,
,,1510,1,1,1.37,BQL,,,,,
G6,Day 15,1601,1,1,0.129,BQL,,,,,
,,1602,1,1,0.602,BQL,,,,,
,Day 29,1603,1,1,-,BQL,,,,,
,,1604,1,1,0.163,BQL,,,,,
,,1605,1,1,-,BQL,,,,,
,Day 43,1606,1,1,0.166,BQL,,,,,
,,1607,1,1,-,BQL,,,,,
,Day 57,1608,1,1,-,BQL,,,,,
,,1609,1,1,-,BQL,,,,,
,,1610,1,1,-,BQL,,,,,
G7,Day 15,1701,1,1,0.963,BQL,,,,,
,,1702,1,1,0.602,BQL,,,,,
,Day 29,1703,1,1,-,BQL,,,,,
,,1704,1,1,0.163,BQL,,,,,
,,1705,1,1,-,BQL,,,,,
,Day 43,1706,1,1,-,BQL,,,,,
,,1707,1,1,-,BQL,,,,,
,Day 57,1708,1,1,0.00585,BQL,,,,,
,,1709,1,1,-,BQL,,,,,
,,1710,1,1,-,BQL,,,,,
Mean concentration (ng/mL): Study samples dilution factor  ×,,,,,,,,,,,
Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
,,,,,,,,,,,
Serum,,,,,,,,,,,
Group,Sampling date,Animal ID,Dilution factor,,Measured,Final,,,,,
,,,Study,Organ,concentration,concentration,,,,,
,,,samples,weights,(ng/mL),(ng/mL),,,,,
G8,Day 15,1801,1,1,0.238,BQL,,,,,
,,1802,1,1,0.237,BQL,,,,,
,Day 29,1803,1,1,-,BQL,,,,,
,,1804,1,1,0.135,BQL,,,,,
,,1805,1,1,0.466,BQL,,,,,
,Day 57,1808,1,1,-,BQL,,,,,
,,1809,1,1,-,BQL,,,,,
,,1810,1,1,-,BQL,,,,,
G9,Day 15,1901,1,1,6.71,6.71,,,,,
,,1902,1,1,4.87,BQL,,,,,
,Day 29,1903,1,1,-,BQL,,,,,
,,1904,1,1,-,BQL,,,,,
,,1905,1,1,0.411,BQL,,,,,
,Day 43,1906,1,1,-,BQL,,,,,
,,1907,1,1,-,BQL,,,,,
,Day 57,1908,1,1,-,BQL,,,,,
,,1909,1,1,0.377,BQL,,,,,
,,1910,1,1,0.402,BQL,,,,,
G10,Day 15,1A01,1,1,48.5,48.5,,,,,
,,1A02,10,1,28.6,286,,,,,
,Day 29,1A03,1,1,65.7,65.7,,,,,
,,1A04,1,1,29.9,29.9,,,,,
,,1A05,1,1,0.08,BQL,,,,,
,Day 43,1A06,1,1,12.8,12.8,,,,,
,,1A07,1,1,5.07,5.07,,,,,
,Day 57,1A08,1,1,0.832,BQL,,,,,
,,1A09,1,1,3.55,BQL,,,,,
,,1A10,1,1,0.654,BQL,,,,,
G11,Day 15,1B01,1,1,0.176,BQL,,,,,
,,1B02,10,1,33.9,339,,,,,
,Day 29,1B03,1,1,-,BQL,,,,,
,,1B04,1,1,158,158,,,,,
,,1B05,1,1,112,112,,,,,
,Day 43,1B06,1,1,0.165,BQL,,,,,
,,1B07,1,1,13.3,13.3,,,,,
,Day 57,1B08,1,1,2.11,BQL,,,,,
,,1B09,1,1,5.86,5.86,,,,,
,,1B10,1,1,7.74,7.74,,,,,
Mean concentration (ng/mL): Study samples dilution factor  ×,,,,,,,,,,,
Organ weights dilution factor × Measured concentration,,,,,,,,,,,
BQL: Below the quantification limit (< 5 ng/mL),,,,,,,,,,,
- : Not calculated,,,,,,,,,,,
